asset,bucket,option_type,target_moneyness,attempt_count,quote_returned_count,iv_success_count,iv_success_rate,median_dte,median_quote_age_seconds,median_relative_spread,failure_reason_counts_json
MSFT,short,put,1.025,4284,4284,4218,0.9845938375350141,9.0,3.889461888,0.022779043280182234,"{""INVALID_SPREAD"":2,""NONE"":4218,""STALE_QUOTE"":64}"
MSFT,short,put,1.05,4284,4284,3786,0.8837535014005602,9.0,9.175517056,0.026920928266219786,"{""ARBITRAGE_BOUND"":5,""NONE"":3786,""STALE_QUOTE"":493}"
NVDA,long,call,0.95,4284,4284,4279,0.9988328664799253,107.0,1.298428672,0.007168458781361939,"{""NONE"":4279,""STALE_QUOTE"":5}"
NVDA,long,call,0.975,4284,4284,4276,0.9981325863678805,106.0,1.23786368,0.006993006993006968,"{""NONE"":4276,""STALE_QUOTE"":8}"
NVDA,long,call,1.0,4284,4284,4282,0.9995331465919701,107.0,0.996873344,0.006514657980456002,"{""NONE"":4282,""STALE_QUOTE"":2}"
NVDA,long,call,1.025,4284,4284,4283,0.9997665732959851,107.0,1.112844032,0.006993006993006968,"{""NONE"":4283,""STALE_QUOTE"":1}"
NVDA,long,call,1.05,4284,4284,4284,1.0,107.0,1.175030528,0.007662835249042118,"{""NONE"":4284}"
NVDA,long,put,0.95,4284,4284,4282,0.9995331465919701,107.0,1.222115072,0.009216589861751117,"{""NONE"":4282,""STALE_QUOTE"":2}"
NVDA,long,put,0.975,4284,4284,4280,0.9990662931839402,106.0,1.176542464,0.00813008130081298,"{""NONE"":4280,""STALE_QUOTE"":4}"
NVDA,long,put,1.0,4284,4284,4283,0.9997665732959851,107.0,1.217324416,0.007194244604316522,"{""NONE"":4283,""STALE_QUOTE"":1}"
NVDA,long,put,1.025,4284,4284,4280,0.9990662931839402,107.0,1.382828672,0.006410256410256387,"{""NONE"":4280,""STALE_QUOTE"":4}"
NVDA,long,put,1.05,4284,4284,4278,0.9985994397759104,107.0,1.597311104,0.005813953488372176,"{""NONE"":4278,""STALE_QUOTE"":6}"
NVDA,medium,call,0.95,4284,4284,4281,0.9992997198879552,32.0,0.8837818879999999,0.009917355371900732,"{""NONE"":4281,""STALE_QUOTE"":3}"
NVDA,medium,call,0.975,4284,4284,4277,0.9983660130718954,32.0,0.800637696,0.010695187165775362,"{""INVALID_SPREAD"":1,""NONE"":4277,""STALE_QUOTE"":6}"
NVDA,medium,call,1.0,4284,4284,4279,0.9988328664799253,32.0,0.8636440320000001,0.011904761904761864,"{""NONE"":4279,""STALE_QUOTE"":5}"
NVDA,medium,call,1.025,4284,4284,4282,0.9995331465919701,32.0,0.8534001920000001,0.01360544217687082,"{""NONE"":4282,""STALE_QUOTE"":2}"
NVDA,medium,call,1.05,4284,4284,4274,0.9976657329598506,32.0,0.960646016,0.015503875968992192,"{""NONE"":4274,""STALE_QUOTE"":10}"
NVDA,medium,put,0.95,4284,4284,4275,0.9978991596638656,32.0,1.161085824,0.018018018018017955,"{""NONE"":4275,""STALE_QUOTE"":9}"
NVDA,medium,put,0.975,4284,4284,4278,0.9985994397759104,32.0,1.036614272,0.01532589547856718,"{""INVALID_SPREAD"":1,""NONE"":4278,""STALE_QUOTE"":5}"
NVDA,medium,put,1.0,4284,4284,4279,0.9988328664799253,32.0,0.914773632,0.013245033112582814,"{""INVALID_SPREAD"":1,""NONE"":4279,""STALE_QUOTE"":4}"
NVDA,medium,put,1.025,4284,4284,4275,0.9978991596638656,32.0,0.981121408,0.011320795018850218,"{""INVALID_SPREAD"":1,""NONE"":4275,""STALE_QUOTE"":8}"
NVDA,medium,put,1.05,4284,4284,4279,0.9988328664799253,32.0,1.143557504,0.009950248756218869,"{""INVALID_SPREAD"":2,""NONE"":4279,""STALE_QUOTE"":3}"
NVDA,short,call,0.95,4284,4284,4283,0.9997665732959851,9.0,0.5299052799999999,0.011363636363636322,"{""NONE"":4283,""STALE_QUOTE"":1}"
NVDA,short,call,0.975,4284,4284,4283,0.9997665732959851,9.0,0.5441518080000001,0.013071895424836671,"{""NONE"":4283,""STALE_QUOTE"":1}"
NVDA,short,call,1.0,4284,4284,4284,1.0,9.0,0.669398784,0.013071895424836671,"{""NONE"":4284}"
NVDA,short,call,1.025,4284,4284,4283,0.9997665732959851,9.0,0.7609038079999999,0.010928961748633843,"{""NONE"":4283,""STALE_QUOTE"":1}"
NVDA,short,call,1.05,4284,4284,4279,0.9988328664799253,9.0,0.777756544,0.012903225806451623,"{""NONE"":4279,""STALE_QUOTE"":5}"
NVDA,short,put,0.95,4284,4284,4283,0.9997665732959851,9.0,0.7383052800000001,0.013071895424836612,"{""NONE"":4283,""STALE_QUOTE"":1}"
NVDA,short,put,0.975,4284,4284,4284,1.0,9.0,0.710308096,0.01058201058201067,"{""NONE"":4284}"
NVDA,short,put,1.0,4284,4284,4284,1.0,9.0,0.610964992,0.014388489208633042,"{""NONE"":4284}"
NVDA,short,put,1.025,4284,4284,4283,0.9997665732959851,9.0,0.60970816,0.015037593984962485,"{""NONE"":4283,""STALE_QUOTE"":1}"
NVDA,short,put,1.05,4284,4284,4284,1.0,9.0,0.710438144,0.012903225806451568,"{""NONE"":4284}"
TSLA,long,call,0.95,4284,4284,4279,0.9988328664799253,108.0,0.776616576,0.0061538461538462414,"{""NONE"":4279,""STALE_QUOTE"":5}"
TSLA,long,call,0.975,4284,4284,4282,0.9995331465919701,107.0,0.7779425280000001,0.006055712802258528,"{""NONE"":4282,""STALE_QUOTE"":2}"
TSLA,long,call,1.0,4284,4284,4283,0.9997665732959851,107.0,0.971094784,0.0052603892688058915,"{""NONE"":4283,""STALE_QUOTE"":1}"
TSLA,long,call,1.025,4284,4284,4283,0.9997665732959851,107.0,1.105230208,0.005249343832020973,"{""NONE"":4283,""STALE_QUOTE"":1}"
TSLA,long,call,1.05,4284,4284,4284,1.0,108.0,1.1156604159999999,0.005559674023412285,"{""NONE"":4284}"
TSLA,long,put,0.95,4284,4284,4278,0.9985994397759104,108.0,1.3524995839999998,0.006524221344664248,"{""NONE"":4278,""STALE_QUOTE"":6}"
TSLA,long,put,0.975,4284,4284,4279,0.9988328664799253,107.0,1.3988535039999999,0.005842259006815913,"{""NONE"":4279,""STALE_QUOTE"":5}"
TSLA,long,put,1.0,4284,4284,4280,0.9990662931839402,107.0,1.310931456,0.0053050397877984845,"{""NONE"":4280,""STALE_QUOTE"":4}"
TSLA,long,put,1.025,4284,4284,4280,0.9990662931839402,107.0,1.383809152,0.004882017900732372,"{""NONE"":4280,""STALE_QUOTE"":4}"
TSLA,long,put,1.05,4284,4284,4276,0.9981325863678805,108.0,1.605066496,0.00471087039863468,"{""NONE"":4276,""STALE_QUOTE"":8}"
TSLA,medium,call,0.95,4284,4284,4282,0.9995331465919701,32.0,0.936503296,0.008349485797657864,"{""INVALID_SPREAD"":2,""NONE"":4282}"
TSLA,medium,call,0.975,4284,4284,4279,0.9988328664799253,32.0,0.959003904,0.008869179600886887,"{""INVALID_SPREAD"":3,""NONE"":4279,""STALE_QUOTE"":2}"
TSLA,medium,call,1.0,4284,4284,4282,0.9995331465919701,32.0,0.961611392,0.00986437997932259,"{""NONE"":4282,""STALE_QUOTE"":2}"
TSLA,medium,call,1.025,4284,4284,4279,0.9988328664799253,32.0,0.958068736,0.011257035647279577,"{""NONE"":4279,""STALE_QUOTE"":5}"
TSLA,medium,call,1.05,4284,4284,4280,0.9990662931839402,32.0,0.998498688,0.012779552715654906,"{""INVALID_SPREAD"":1,""NONE"":4280,""STALE_QUOTE"":3}"
TSLA,medium,put,0.95,4284,4284,4272,0.9971988795518207,32.0,0.90030272,0.014184397163120567,"{""NONE"":4272,""STALE_QUOTE"":12}"
TSLA,medium,put,0.975,4284,4284,4277,0.9983660130718954,32.0,0.7645215999999999,0.012158054711246155,"{""NONE"":4277,""STALE_QUOTE"":7}"
TSLA,medium,put,1.0,4284,4284,4274,0.9976657329598506,32.0,0.82493952,0.010256410256410402,"{""INVALID_SPREAD"":2,""NONE"":4274,""STALE_QUOTE"":8}"
