route,origin_id,asset,session_date,all_failed_checks
B1Q,AAPL:2026-07-13T15:25:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T15:30:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T15:35:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T15:40:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T15:45:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T15:50:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T15:55:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:00:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:05:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:10:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:15:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:20:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:25:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:30:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:35:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:40:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:45:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:50:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T16:55:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:00:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:05:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:10:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:15:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:20:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:25:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:30:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:35:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:40:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:45:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:50:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T17:55:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:00:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:05:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:10:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:15:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:20:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:25:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:30:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:35:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:40:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:45:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:50:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T18:55:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T19:00:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T19:05:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T19:10:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T19:15:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T19:20:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-13T19:25:00+00:00,AAPL,2026-07-13,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-14T13:35:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T13:40:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T13:45:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T13:50:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T13:55:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:00:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:05:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:10:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:15:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:20:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:25:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:30:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:35:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:40:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:45:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:50:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T14:55:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:00:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:05:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:10:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:15:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:20:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:25:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:30:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:35:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:40:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:45:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:50:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T15:55:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:00:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:05:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:10:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:15:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:20:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:25:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:30:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:35:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:40:00+00:00,AAPL,2026-07-14,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-14T16:45:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:50:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T16:55:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:00:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:05:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:10:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:15:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:20:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:25:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:30:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:35:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:40:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:45:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:50:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T17:55:00+00:00,AAPL,2026-07-14,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-14T18:00:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:05:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:10:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:15:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:20:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:25:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:30:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:35:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:40:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:45:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:50:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T18:55:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T19:00:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T19:05:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T19:10:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T19:15:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T19:20:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-14T19:25:00+00:00,AAPL,2026-07-14,""
B1Q,AAPL:2026-07-15T13:35:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|TERM_BUCKET_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T13:40:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|TERM_BUCKET_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T13:45:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|TERM_BUCKET_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T13:50:00+00:00,AAPL,2026-07-15,""
B1Q,AAPL:2026-07-15T13:55:00+00:00,AAPL,2026-07-15,""
B1Q,AAPL:2026-07-15T14:00:00+00:00,AAPL,2026-07-15,""
B1Q,AAPL:2026-07-15T14:05:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T14:10:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T14:15:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T14:20:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T14:25:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T14:30:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T14:35:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T14:40:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T14:45:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T14:50:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T14:55:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:00:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:05:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:10:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:15:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:20:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:25:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:30:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:35:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:40:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:45:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:50:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T15:55:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:00:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:05:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:10:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:15:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:20:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:25:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:30:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:35:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:40:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:45:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:50:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T16:55:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:00:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:05:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:10:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:15:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:20:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:25:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:30:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:35:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:40:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:45:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:50:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T17:55:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:00:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:05:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:10:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:15:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:20:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:25:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:30:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:35:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:40:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:45:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:50:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T18:55:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T19:00:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T19:05:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T19:10:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T19:15:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
B1Q,AAPL:2026-07-15T19:20:00+00:00,AAPL,2026-07-15,SKEW_PAIR_MISSING|SKEW_PAIR_MISSING|TERM_BUCKET_MISSING
